"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"sun.nio.ch.NioSocketImpl.tryWrite(FileDescriptor, byte[], int, int) NioSocketImpl.java","11","0.1","2","110"
"java.util.LinkedList$ListItr.checkForComodification() LinkedList.java","11","< 0.1","11","6545"
"org.takes.misc.Href.asMap(String) Href.java","11","0.1","2","110"
"java.util.stream.AbstractPipeline.<init>(AbstractPipeline, int) AbstractPipeline.java","11","< 0.1","5","660"
"java.lang.StringCoding.hasNegatives(byte[], int, int) StringCoding.java","10","< 0.1","10","5873"
"org.cactoos.iterator.IteratorOf.hasNext() IteratorOf.java","10","< 0.1","10","6160"
"sun.nio.ch.Net.localInetAddress(FileDescriptor) Net.java (native)","10","< 0.1","2","220"
"java.util.regex.Pattern.inRange(int, int, int) Pattern.java","10","< 0.1","10","6105"
"java.lang.StringUTF16$CharsSpliterator.tryAdvance(IntConsumer) StringUTF16.java","9","< 0.1","1","220"
"java.net.Inet4Address.<init>() Inet4Address.java","9","< 0.1","4","275"
"java.util.regex.Pattern$Branch.match(Matcher, int, CharSequence) Pattern.java","9","< 0.1","0.4","110"
"org.cactoos.iterator.IteratorOf.next() IteratorOf.java","9","< 0.1","6","1815"
"java.util.Formatter$FormatSpecifier.<init>(Formatter, char) Formatter.java","9","< 0.1","6","1705"
"java.util.Locale.isUnicodeExtensionKey(String) Locale.java","9","< 0.1","1","440"
"java.util.stream.AbstractPipeline.wrapSink(Sink) AbstractPipeline.java","9","< 0.1","2","660"
"java.net.Socket.close() Socket.java","9","< 0.1","2","110"
"java.util.stream.FindOps$FindSink$OfInt.get() FindOps.java","9","< 0.1","2","660"
"java.nio.CharBuffer.wrap(char[], int, int) CharBuffer.java","9","< 0.1","1","385"
"java.util.regex.Pattern$BitClass.is(int) Pattern.java","9","< 0.1","9","5060"
"java.util.stream.IntPipeline$Head.<init>(Spliterator, int, boolean) IntPipeline.java","8","< 0.1","2","660"
"java.net.InetSocketAddress.<init>(InetAddress, int) InetSocketAddress.java","8","< 0.1","5","385"
"java.net.Socket$SocketOutputStream.close() Socket.java","8","0.1","0.2","55"
"java.util.LinkedList$ListItr.<init>(LinkedList, int) LinkedList.java","8","< 0.1","5","1595"
"java.util.stream.AbstractPipeline.sourceSpliterator(int) AbstractPipeline.java","8","< 0.1","3","660"
"java.util.LinkedList.checkPositionIndex(int) LinkedList.java","8","< 0.1","5","1595"
"java.net.InetSocketAddress.toString() InetSocketAddress.java","8","< 0.1","0.7","110"
"java.util.AbstractSequentialList.<init>() AbstractSequentialList.java","8","< 0.1","8","4840"
"org.takes.rs.RsWithBody.<init>(Response, CharSequence) RsWithBody.java","8","0.1","0.5","55"
"java.lang.StringLatin1$CharsSpliterator.tryAdvance(IntConsumer) StringLatin1.java","8","< 0.1","1","440"
"org.takes.rs.RsWithStatus.lambda$head$1(String) RsWithStatus.java","8","0.1","0.3","55"
"sun.nio.ch.Net.accept(FileDescriptor, FileDescriptor, InetSocketAddress[]) Net.java (native)","8","< 0.1","4","410"
"java.net.InetSocketAddress$InetSocketAddressHolder.toString() InetSocketAddress.java","7","< 0.1","1","110"
"java.nio.HeapCharBuffer.<init>(char[], int, int, MemorySegmentProxy) HeapCharBuffer.java","7","< 0.1","1","385"
"sun.util.locale.LocaleUtils.isAlphaNumericString(String) LocaleUtils.java","7","< 0.1","2","440"
"java.util.stream.StreamOpFlag.combineOpFlags(int, int) StreamOpFlag.java","7","< 0.1","5","1320"
"java.util.stream.Sink$ChainedInt.cancellationRequested() Sink.java","7","< 0.1","4","1320"
"org.takes.rs.RsPrint.printBody(OutputStream) RsPrint.java","7","0.1","0.5","55"
"java.net.SocketImpl.createPlatformSocketImpl(boolean) SocketImpl.java","7","< 0.1","0.8","110"
