"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"java.nio.Buffer.<init>(int, int, int, int, MemorySegment) Buffer.java","5642","< 0.1","1315","186647"
"org.apache.derby.iapi.services.io.ArrayInputStream.readInt() ArrayInputStream.java","421","< 0.1","421","186623"
"org.apache.derby.iapi.services.context.ContextManager.isEmpty() ContextManager.java","426","< 0.1","426","186612"
"org.apache.derby.impl.jdbc.ConnectionChild.getConnectionSynchronization() ConnectionChild.java","418","< 0.1","418","186611"
"org.apache.derby.iapi.util.InterruptStatus.restoreIntrFlagIfSeen(LanguageConnectionContext) InterruptStatus.java","421","< 0.1","421","186556"
"org.apache.derby.impl.jdbc.ConnectionChild.setupContextStack() ConnectionChild.java","10790","< 0.1","858","186501"
"org.apache.derby.impl.jdbc.ConnectionChild.restoreContextStack() ConnectionChild.java","3867","< 0.1","867","186500"
"java.nio.CharBuffer.<init>(int, int, int, int, MemorySegment) CharBuffer.java","7376","< 0.1","870","186420"
"java.nio.CharBuffer.<init>(int, int, int, int, char[], int, MemorySegment) CharBuffer.java","6505","< 0.1","870","186420"
"java.nio.CharBuffer.limit(int) CharBuffer.java","2168","< 0.1","867","186420"
"java.nio.CharBuffer.limit(int) CharBuffer.java","1300","< 0.1","877","186420"
"java.nio.CharBuffer.position(int) CharBuffer.java","2153","< 0.1","869","186420"
"java.nio.charset.CharsetEncoder.encode(CharBuffer, ByteBuffer, boolean) CharsetEncoder.java","64082","0.3","863","186420"
"java.nio.charset.CharsetEncoder.reset() CharsetEncoder.java","428","< 0.1","428","186420"
"java.nio.StringCharBuffer.<init>(CharSequence, int, int) StringCharBuffer.java","11866","< 0.1","2325","186420"
"java.util.Objects.checkFromToIndex(int, int, int) Objects.java","1302","< 0.1","878","186420"
"sun.nio.cs.UTF_8$Encoder.encodeBufferLoop(CharBuffer, ByteBuffer) UTF_8.java","62345","0.3","9627","186420"
"sun.nio.cs.UTF_8$Encoder.encodeLoop(CharBuffer, ByteBuffer) UTF_8.java","63218","0.3","873","186420"
"java.nio.charset.CharsetEncoder.flush(ByteBuffer) CharsetEncoder.java","423","< 0.1","423","186419"
"java.nio.CharBuffer.wrap(CharSequence) CharBuffer.java","15677","< 0.1","1301","186418"
"java.nio.CharBuffer.wrap(CharSequence, int, int) CharBuffer.java","13951","< 0.1","2084","186418"
"org.apache.derby.impl.drda.DDMWriter.maxEncodedLength(String) DDMWriter.java","1301","< 0.1","877","186418"
"org.apache.derby.impl.drda.DDMWriter.writeString(String) DDMWriter.java","85407","0.4","3066","186418"
"org.apache.derby.impl.store.access.conglomerate.OpenConglomerate.lockPositionForRead(RowPosition, RowPosition, boolean, boolean) OpenConglomerate.java","9934","< 0.1","1298","186407"
"org.apache.derby.impl.store.access.conglomerate.OpenConglomerate.unlockPositionAfterRead(RowPosition) OpenConglomerate.java","427","< 0.1","426","186407"
"org.apache.derby.impl.drda.DRDAConnThread.writeSQLCAGRP(byte[], int, long, long) DRDAConnThread.java","4057","< 0.1","865","186388"
"org.apache.derby.impl.drda.AppRequester.supportsLongerLDStrings() AppRequester.java","1292","< 0.1","869","186363"
"org.apache.derby.impl.drda.DDMWriter.writeLDString(String, int, DRDAStatement, boolean) DDMWriter.java","94910","0.5","2626","186362"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.getCurrentTimeMillis() BasicNoPutResultSetImpl.java","420","< 0.1","420","186362"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.getElapsedMillis(long) BasicNoPutResultSetImpl.java","422","< 0.1","422","186361"
"org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.pushStatementContext(boolean, boolean, String, ParameterValueSet, boolean, long) GenericLanguageConnectionContext.java","2154","< 0.1","1303","186249"
"org.apache.derby.impl.sql.conn.GenericStatementContext.setInUse(boolean, boolean, boolean, String, ParameterValueSet, long) GenericStatementContext.java","431","< 0.1","431","186249"
"org.apache.derby.impl.services.locks.AbstractPool.zeroDurationlockObject(CompatibilitySpace, Lockable, Object, int) AbstractPool.java","4721","< 0.1","858","186248"
"org.apache.derby.impl.services.locks.ConcurrentLockSet.zeroDurationLockObject(CompatibilitySpace, Lockable, Object, int) ConcurrentLockSet.java","3863","< 0.1","858","186248"
"org.apache.derby.impl.services.locks.ConcurrentPool.zeroDurationlockObject(CompatibilitySpace, Lockable, Object, int) ConcurrentPool.java","5575","< 0.1","854","186248"
"org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.popStatementContext(StatementContext, Throwable) GenericLanguageConnectionContext.java","1292","< 0.1","870","186248"
